replicate,position,axis,bin_left,colony_count,regrowth_fraction
rep1,pos0,x,25.0,2,0.013633722806791041
rep1,pos0,x,30.0,0,0.0
rep1,pos0,x,35.0,5,0.0340843070169776
rep1,pos0,x,40.0,0,0.0
rep1,pos0,x,45.0,3,0.02045058421018656
rep1,pos1,x,0.0,2,0.013633722806791041
rep1,pos1,x,5.0,3,0.02045058421018656
rep1,pos1,x,10.0,1,0.0068168614033955206
rep1,pos1,x,15.0,1,0.0068168614033955206
rep1,pos1,x,20.0,1,0.0068168614033955206
rep1,pos1,x,25.0,2,0.013633722806791041
rep1,pos1,x,30.0,1,0.0068168614033955206
rep1,pos1,x,35.0,0,0.0
rep1,pos1,x,40.0,2,0.013633722806791041
rep1,pos1,x,45.0,1,0.0068168614033955206
rep1,pos2,x,0.0,2,0.013633722806791041
rep1,pos2,x,5.0,1,0.0068168614033955206
rep1,pos2,x,10.0,1,0.0068168614033955206
rep1,pos2,x,15.0,1,0.0068168614033955206
rep1,pos2,x,20.0,2,0.013633722806791041
rep1,pos2,x,25.0,0,0.0
rep1,pos2,x,30.0,0,0.0
rep1,pos2,x,35.0,0,0.0
rep1,pos2,x,40.0,0,0.0
rep1,pos2,x,45.0,1,0.0068168614033955206
rep1,pos3,x,0.0,1,0.0068168614033955206
rep1,pos3,x,5.0,1,0.0068168614033955206
rep1,pos3,x,10.0,3,0.02045058421018656
rep1,pos3,x,15.0,0,0.0
rep1,pos3,x,20.0,0,0.0
rep1,pos3,x,25.0,1,0.0068168614033955206
rep1,pos3,x,30.0,1,0.0068168614033955206
rep1,pos3,x,35.0,0,0.0
rep1,pos3,x,40.0,0,0.0
rep1,pos3,x,45.0,0,0.0
rep1,pos4,x,0.0,5,0.0340843070169776
rep1,pos4,x,5.0,4,0.027267445613582082
rep1,pos4,x,10.0,3,0.02045058421018656
rep1,pos4,x,15.0,0,0.0
rep1,pos4,x,20.0,1,0.0068168614033955206
rep1,pos4,x,25.0,3,0.02045058421018656
rep1,pos4,x,30.0,2,0.013633722806791041
rep1,pos4,x,35.0,4,0.027267445613582082
rep1,pos4,x,40.0,1,0.0068168614033955206
rep1,pos4,x,45.0,3,0.02045058421018656
rep1,pos5,x,0.0,5,0.0340843070169776
rep1,pos5,x,5.0,2,0.013633722806791041
rep1,pos5,x,10.0,2,0.013633722806791041
rep1,pos5,x,15.0,3,0.02045058421018656
rep1,pos5,x,20.0,1,0.0068168614033955206
rep1,pos5,x,25.0,2,0.013633722806791041
rep1,pos5,x,30.0,0,0.0
rep1,pos5,x,35.0,1,0.0068168614033955206
rep1,pos5,x,40.0,2,0.013633722806791041
rep1,pos5,x,45.0,4,0.027267445613582082
rep1,pos6,x,0.0,7,0.04771802982376864
rep1,pos6,x,5.0,2,0.013633722806791041
rep1,pos6,x,10.0,6,0.04090116842037312
rep1,pos6,x,15.0,2,0.013633722806791041
rep1,pos6,x,20.0,1,0.0068168614033955206
rep1,pos6,x,25.0,6,0.04090116842037312
rep1,pos6,x,30.0,5,0.0340843070169776
rep1,pos6,x,35.0,5,0.0340843070169776
rep1,pos6,x,40.0,2,0.013633722806791041
rep1,pos6,x,45.0,6,0.04090116842037312
rep1,pos7,x,0.0,3,0.02045058421018656
rep1,pos7,x,5.0,0,0.0
rep1,pos7,x,10.0,1,0.0068168614033955206
rep1,pos7,x,15.0,1,0.0068168614033955206
rep1,pos7,x,20.0,1,0.0068168614033955206
rep1,pos7,x,25.0,1,0.0068168614033955206
rep1,pos7,x,30.0,1,0.0068168614033955206
rep1,pos7,x,35.0,3,0.02045058421018656
rep1,pos7,x,40.0,4,0.027267445613582082
rep1,pos7,x,45.0,1,0.0068168614033955206
rep1,pos8,x,0.0,8,0.054534891227164164
rep1,pos8,x,5.0,4,0.027267445613582082
rep1,pos8,x,10.0,1,0.0068168614033955206
rep1,pos8,x,15.0,1,0.0068168614033955206
rep1,pos8,x,20.0,5,0.0340843070169776
rep1,pos8,x,25.0,2,0.013633722806791041
rep1,pos8,x,30.0,7,0.04771802982376864
rep1,pos8,x,35.0,1,0.0068168614033955206
rep1,pos8,x,40.0,4,0.027267445613582082
rep1,pos8,x,45.0,5,0.0340843070169776
rep1,pos9,x,0.0,4,0.027267445613582082
rep1,pos9,x,5.0,2,0.013633722806791041
rep1,pos9,x,10.0,4,0.027267445613582082
rep1,pos9,x,15.0,5,0.0340843070169776
rep1,pos9,x,20.0,5,0.0340843070169776
rep1,pos9,x,25.0,2,0.013633722806791041
rep1,pos9,x,30.0,1,0.0068168614033955206
rep1,pos9,x,35.0,3,0.02045058421018656
rep1,pos9,x,40.0,3,0.02045058421018656
rep1,pos9,x,45.0,3,0.02045058421018656
rep2,pos18,y,0.0,0,0.0
rep2,pos18,y,5.0,3,0.02045058421018656
rep2,pos18,y,10.0,8,0.054534891227164164
rep2,pos18,y,15.0,7,0.04771802982376864
rep2,pos18,y,20.0,5,0.0340843070169776
rep2,pos18,y,25.0,3,0.02045058421018656
rep2,pos18,y,30.0,3,0.02045058421018656
rep2,pos18,y,35.0,1,0.0068168614033955206
rep2,pos18,y,40.0,0,0.0
rep2,pos18,y,45.0,0,0.0
rep2,pos19,y,0.0,1,0.0068168614033955206
rep2,pos19,y,5.0,0,0.0
rep2,pos19,y,10.0,10,0.0681686140339552
rep2,pos19,y,15.0,12,0.08180233684074624
rep2,pos19,y,20.0,7,0.04771802982376864
rep2,pos19,y,25.0,5,0.0340843070169776
rep2,pos19,y,30.0,1,0.0068168614033955206
rep2,pos19,y,35.0,2,0.013633722806791041
rep2,pos19,y,40.0,0,0.0
rep2,pos19,y,45.0,0,0.0
rep2,pos20,y,0.0,2,0.013633722806791041
rep2,pos20,y,5.0,2,0.013633722806791041
rep2,pos20,y,10.0,7,0.04771802982376864
rep2,pos20,y,15.0,7,0.04771802982376864
rep2,pos20,y,20.0,7,0.04771802982376864
rep2,pos20,y,25.0,6,0.04090116842037312
rep2,pos20,y,30.0,4,0.027267445613582082
rep2,pos20,y,35.0,3,0.02045058421018656
rep2,pos20,y,40.0,0,0.0
rep2,pos20,y,45.0,0,0.0
rep2,pos21,y,0.0,0,0.0
rep2,pos21,y,5.0,5,0.0340843070169776
rep2,pos21,y,10.0,6,0.04090116842037312
rep2,pos21,y,15.0,6,0.04090116842037312
rep2,pos21,y,20.0,6,0.04090116842037312
rep2,pos21,y,25.0,4,0.027267445613582082
rep2,pos21,y,30.0,4,0.027267445613582082
rep2,pos21,y,35.0,4,0.027267445613582082
rep2,pos21,y,40.0,0,0.0
rep2,pos21,y,45.0,0,0.0
rep2,pos22,y,0.0,0,0.0
rep2,pos22,y,5.0,2,0.013633722806791041
rep2,pos22,y,10.0,12,0.08180233684074624
rep2,pos22,y,15.0,7,0.04771802982376864
rep2,pos22,y,20.0,6,0.04090116842037312
rep2,pos22,y,25.0,3,0.02045058421018656
rep2,pos22,y,30.0,2,0.013633722806791041
rep2,pos22,y,35.0,0,0.0
rep2,pos22,y,40.0,0,0.0
rep2,pos22,y,45.0,0,0.0
rep2,pos23,y,0.0,6,0.04090116842037312
rep2,pos23,y,5.0,6,0.04090116842037312
rep2,pos23,y,10.0,5,0.0340843070169776
rep2,pos23,y,15.0,9,0.06135175263055968
rep2,pos23,y,20.0,6,0.04090116842037312
rep2,pos23,y,25.0,10,0.0681686140339552
rep2,pos23,y,30.0,1,0.0068168614033955206
rep2,pos23,y,35.0,3,0.02045058421018656
rep2,pos23,y,40.0,1,0.0068168614033955206
rep2,pos23,y,45.0,0,0.0
rep2,pos24,y,0.0,5,0.0340843070169776
rep2,pos24,y,5.0,9,0.06135175263055968
rep2,pos24,y,10.0,7,0.04771802982376864
rep2,pos24,y,15.0,8,0.054534891227164164
rep2,pos24,y,20.0,5,0.0340843070169776
rep2,pos24,y,25.0,5,0.0340843070169776
rep2,pos24,y,30.0,7,0.04771802982376864
rep2,pos24,y,35.0,2,0.013633722806791041
rep2,pos24,y,40.0,0,0.0
rep2,pos24,y,45.0,0,0.0
rep2,pos26,y,0.0,0,0.0
rep2,pos26,y,5.0,6,0.04090116842037312
rep2,pos26,y,10.0,8,0.054534891227164164
rep2,pos26,y,15.0,7,0.04771802982376864
rep2,pos26,y,20.0,2,0.013633722806791041
rep2,pos26,y,25.0,6,0.04090116842037312
rep2,pos26,y,30.0,5,0.0340843070169776
rep2,pos26,y,35.0,3,0.02045058421018656
rep2,pos26,y,40.0,1,0.0068168614033955206
rep2,pos26,y,45.0,0,0.0
rep2,pos27,y,0.0,2,0.013633722806791041
rep2,pos27,y,5.0,3,0.02045058421018656
rep2,pos27,y,10.0,4,0.027267445613582082
rep2,pos27,y,15.0,5,0.0340843070169776
rep2,pos27,y,20.0,5,0.0340843070169776
rep2,pos27,y,25.0,5,0.0340843070169776
rep2,pos27,y,30.0,1,0.0068168614033955206
rep2,pos27,y,35.0,4,0.027267445613582082
rep2,pos27,y,40.0,3,0.02045058421018656
rep2,pos27,y,45.0,0,0.0
rep2,pos18,x,0.0,4,0.027267445613582082
rep2,pos18,x,5.0,3,0.02045058421018656
rep2,pos18,x,10.0,3,0.02045058421018656
rep2,pos18,x,15.0,0,0.0
rep2,pos18,x,20.0,3,0.02045058421018656
rep2,pos18,x,25.0,7,0.04771802982376864
rep2,pos18,x,30.0,1,0.0068168614033955206
rep2,pos18,x,35.0,1,0.0068168614033955206
rep2,pos18,x,40.0,4,0.027267445613582082
rep2,pos18,x,45.0,4,0.027267445613582082
rep2,pos19,x,0.0,6,0.04090116842037312
rep2,pos19,x,5.0,2,0.013633722806791041
rep2,pos19,x,10.0,4,0.027267445613582082
rep2,pos19,x,15.0,1,0.0068168614033955206
rep2,pos19,x,20.0,4,0.027267445613582082
rep2,pos19,x,25.0,4,0.027267445613582082
rep2,pos19,x,30.0,2,0.013633722806791041
rep2,pos19,x,35.0,6,0.04090116842037312
rep2,pos19,x,40.0,3,0.02045058421018656
rep2,pos19,x,45.0,6,0.04090116842037312
rep2,pos20,x,0.0,6,0.04090116842037312
rep2,pos20,x,5.0,3,0.02045058421018656
rep2,pos20,x,10.0,0,0.0
rep2,pos20,x,15.0,2,0.013633722806791041
rep2,pos20,x,20.0,4,0.027267445613582082
rep2,pos20,x,25.0,4,0.027267445613582082
rep2,pos20,x,30.0,5,0.0340843070169776
rep2,pos20,x,35.0,5,0.0340843070169776
rep2,pos20,x,40.0,5,0.0340843070169776
rep2,pos20,x,45.0,4,0.027267445613582082
rep2,pos21,x,0.0,6,0.04090116842037312
rep2,pos21,x,5.0,8,0.054534891227164164
rep2,pos21,x,10.0,5,0.0340843070169776
rep2,pos21,x,15.0,3,0.02045058421018656
rep2,pos21,x,20.0,0,0.0
rep2,pos21,x,25.0,2,0.013633722806791041
rep2,pos21,x,30.0,4,0.027267445613582082
rep2,pos21,x,35.0,0,0.0
rep2,pos21,x,40.0,2,0.013633722806791041
rep2,pos21,x,45.0,5,0.0340843070169776
rep2,pos22,x,0.0,5,0.0340843070169776
rep2,pos22,x,5.0,1,0.0068168614033955206
rep2,pos22,x,10.0,1,0.0068168614033955206
rep2,pos22,x,15.0,5,0.0340843070169776
rep2,pos22,x,20.0,3,0.02045058421018656
rep2,pos22,x,25.0,1,0.0068168614033955206
rep2,pos22,x,30.0,1,0.0068168614033955206
rep2,pos22,x,35.0,5,0.0340843070169776
rep2,pos22,x,40.0,6,0.04090116842037312
rep2,pos22,x,45.0,4,0.027267445613582082
rep2,pos23,x,0.0,5,0.0340843070169776
rep2,pos23,x,5.0,2,0.013633722806791041
rep2,pos23,x,10.0,2,0.013633722806791041
rep2,pos23,x,15.0,3,0.02045058421018656
rep2,pos23,x,20.0,5,0.0340843070169776
rep2,pos23,x,25.0,3,0.02045058421018656
rep2,pos23,x,30.0,10,0.0681686140339552
rep2,pos23,x,35.0,5,0.0340843070169776
rep2,pos23,x,40.0,4,0.027267445613582082
rep2,pos23,x,45.0,8,0.054534891227164164
rep2,pos24,x,0.0,8,0.054534891227164164
rep2,pos24,x,5.0,2,0.013633722806791041
rep2,pos24,x,10.0,4,0.027267445613582082
rep2,pos24,x,15.0,3,0.02045058421018656
rep2,pos24,x,20.0,4,0.027267445613582082
rep2,pos24,x,25.0,3,0.02045058421018656
rep2,pos24,x,30.0,6,0.04090116842037312
rep2,pos24,x,35.0,7,0.04771802982376864
rep2,pos24,x,40.0,5,0.0340843070169776
rep2,pos24,x,45.0,6,0.04090116842037312
rep2,pos26,x,0.0,1,0.0068168614033955206
rep2,pos26,x,5.0,3,0.02045058421018656
rep2,pos26,x,10.0,6,0.04090116842037312
rep2,pos26,x,15.0,3,0.02045058421018656
rep2,pos26,x,20.0,3,0.02045058421018656
rep2,pos26,x,25.0,6,0.04090116842037312
rep2,pos26,x,30.0,4,0.027267445613582082
rep2,pos26,x,35.0,2,0.013633722806791041
rep2,pos26,x,40.0,6,0.04090116842037312
rep2,pos26,x,45.0,4,0.027267445613582082
rep2,pos27,x,0.0,2,0.013633722806791041
rep2,pos27,x,5.0,3,0.02045058421018656
rep2,pos27,x,10.0,2,0.013633722806791041
rep2,pos27,x,15.0,0,0.0
rep2,pos27,x,20.0,0,0.0
rep2,pos27,x,25.0,2,0.013633722806791041
rep2,pos27,x,30.0,4,0.027267445613582082
rep2,pos27,x,35.0,8,0.054534891227164164
rep2,pos27,x,40.0,6,0.04090116842037312
rep2,pos27,x,45.0,5,0.0340843070169776
rep3,pos18,y,0.0,0,0.0
rep3,pos18,y,5.0,5,0.0340843070169776
rep3,pos18,y,10.0,8,0.054534891227164164
rep3,pos18,y,15.0,7,0.04771802982376864
rep3,pos18,y,20.0,5,0.0340843070169776
rep3,pos18,y,25.0,3,0.02045058421018656
rep3,pos18,y,30.0,3,0.02045058421018656
rep3,pos18,y,35.0,1,0.0068168614033955206
rep3,pos18,y,40.0,0,0.0
rep3,pos18,y,45.0,0,0.0
rep3,pos19,y,0.0,1,0.0068168614033955206
rep3,pos19,y,5.0,2,0.013633722806791041
rep3,pos19,y,10.0,10,0.0681686140339552
rep3,pos19,y,15.0,10,0.0681686140339552
rep3,pos19,y,20.0,5,0.0340843070169776
rep3,pos19,y,25.0,5,0.0340843070169776
rep3,pos19,y,30.0,1,0.0068168614033955206
rep3,pos19,y,35.0,0,0.0
rep3,pos19,y,40.0,0,0.0
rep3,pos19,y,45.0,0,0.0
rep3,pos20,y,0.0,4,0.027267445613582082
rep3,pos20,y,5.0,5,0.0340843070169776
rep3,pos20,y,10.0,7,0.04771802982376864
rep3,pos20,y,15.0,7,0.04771802982376864
rep3,pos20,y,20.0,8,0.054534891227164164
rep3,pos20,y,25.0,6,0.04090116842037312
rep3,pos20,y,30.0,2,0.013633722806791041
rep3,pos20,y,35.0,2,0.013633722806791041
rep3,pos20,y,40.0,0,0.0
rep3,pos20,y,45.0,0,0.0
rep3,pos21,y,0.0,1,0.0068168614033955206
rep3,pos21,y,5.0,9,0.06135175263055968
rep3,pos21,y,10.0,7,0.04771802982376864
rep3,pos21,y,15.0,6,0.04090116842037312
rep3,pos21,y,20.0,6,0.04090116842037312
rep3,pos21,y,25.0,5,0.0340843070169776
rep3,pos21,y,30.0,4,0.027267445613582082
rep3,pos21,y,35.0,2,0.013633722806791041
rep3,pos21,y,40.0,0,0.0
rep3,pos21,y,45.0,0,0.0
rep3,pos22,y,0.0,0,0.0
rep3,pos22,y,5.0,2,0.013633722806791041
rep3,pos22,y,10.0,12,0.08180233684074624
rep3,pos22,y,15.0,7,0.04771802982376864
rep3,pos22,y,20.0,6,0.04090116842037312
rep3,pos22,y,25.0,3,0.02045058421018656
rep3,pos22,y,30.0,2,0.013633722806791041
rep3,pos22,y,35.0,0,0.0
rep3,pos22,y,40.0,0,0.0
rep3,pos22,y,45.0,0,0.0
rep3,pos23,y,0.0,7,0.04771802982376864
rep3,pos23,y,5.0,7,0.04771802982376864
rep3,pos23,y,10.0,5,0.0340843070169776
rep3,pos23,y,15.0,8,0.054534891227164164
rep3,pos23,y,20.0,5,0.0340843070169776
rep3,pos23,y,25.0,8,0.054534891227164164
rep3,pos23,y,30.0,1,0.0068168614033955206
rep3,pos23,y,35.0,1,0.0068168614033955206
rep3,pos23,y,40.0,1,0.0068168614033955206
rep3,pos23,y,45.0,0,0.0
rep3,pos24,y,0.0,5,0.0340843070169776
rep3,pos24,y,5.0,9,0.06135175263055968
rep3,pos24,y,10.0,9,0.06135175263055968
rep3,pos24,y,15.0,9,0.06135175263055968
rep3,pos24,y,20.0,7,0.04771802982376864
rep3,pos24,y,25.0,3,0.02045058421018656
rep3,pos24,y,30.0,1,0.0068168614033955206
rep3,pos24,y,35.0,0,0.0
rep3,pos24,y,40.0,0,0.0
rep3,pos24,y,45.0,0,0.0
rep3,pos25,y,0.0,5,0.0340843070169776
rep3,pos25,y,5.0,15,0.10225292105093281
rep3,pos25,y,10.0,12,0.08180233684074624
rep3,pos25,y,15.0,12,0.08180233684074624
rep3,pos25,y,20.0,9,0.06135175263055968
rep3,pos25,y,25.0,3,0.02045058421018656
rep3,pos25,y,30.0,1,0.0068168614033955206
rep3,pos25,y,35.0,0,0.0
rep3,pos25,y,40.0,0,0.0
rep3,pos25,y,45.0,0,0.0
rep3,pos26,y,0.0,0,0.0
rep3,pos26,y,5.0,7,0.04771802982376864
rep3,pos26,y,10.0,10,0.0681686140339552
rep3,pos26,y,15.0,7,0.04771802982376864
rep3,pos26,y,20.0,2,0.013633722806791041
rep3,pos26,y,25.0,6,0.04090116842037312
rep3,pos26,y,30.0,4,0.027267445613582082
rep3,pos26,y,35.0,1,0.0068168614033955206
rep3,pos26,y,40.0,0,0.0
rep3,pos26,y,45.0,0,0.0
rep3,pos27,y,0.0,8,0.054534891227164164
rep3,pos27,y,5.0,5,0.0340843070169776
rep3,pos27,y,10.0,5,0.0340843070169776
rep3,pos27,y,15.0,10,0.0681686140339552
rep3,pos27,y,20.0,6,0.04090116842037312
rep3,pos27,y,25.0,4,0.027267445613582082
rep3,pos27,y,30.0,1,0.0068168614033955206
rep3,pos27,y,35.0,1,0.0068168614033955206
rep3,pos27,y,40.0,1,0.0068168614033955206
rep3,pos27,y,45.0,0,0.0
rep3,pos18,x,0.0,4,0.027267445613582082
rep3,pos18,x,5.0,3,0.02045058421018656
rep3,pos18,x,10.0,4,0.027267445613582082
rep3,pos18,x,15.0,0,0.0
rep3,pos18,x,20.0,4,0.027267445613582082
rep3,pos18,x,25.0,7,0.04771802982376864
rep3,pos18,x,30.0,1,0.0068168614033955206
rep3,pos18,x,35.0,1,0.0068168614033955206
rep3,pos18,x,40.0,4,0.027267445613582082
rep3,pos18,x,45.0,4,0.027267445613582082
rep3,pos19,x,0.0,6,0.04090116842037312
rep3,pos19,x,5.0,2,0.013633722806791041
rep3,pos19,x,10.0,4,0.027267445613582082
rep3,pos19,x,15.0,1,0.0068168614033955206
rep3,pos19,x,20.0,3,0.02045058421018656
rep3,pos19,x,25.0,4,0.027267445613582082
rep3,pos19,x,30.0,1,0.0068168614033955206
rep3,pos19,x,35.0,5,0.0340843070169776
rep3,pos19,x,40.0,4,0.027267445613582082
rep3,pos19,x,45.0,4,0.027267445613582082
rep3,pos20,x,0.0,7,0.04771802982376864
rep3,pos20,x,5.0,6,0.04090116842037312
rep3,pos20,x,10.0,0,0.0
rep3,pos20,x,15.0,2,0.013633722806791041
rep3,pos20,x,20.0,4,0.027267445613582082
rep3,pos20,x,25.0,4,0.027267445613582082
rep3,pos20,x,30.0,5,0.0340843070169776
rep3,pos20,x,35.0,4,0.027267445613582082
rep3,pos20,x,40.0,5,0.0340843070169776
rep3,pos20,x,45.0,4,0.027267445613582082
rep3,pos21,x,0.0,6,0.04090116842037312
rep3,pos21,x,5.0,8,0.054534891227164164
rep3,pos21,x,10.0,5,0.0340843070169776
rep3,pos21,x,15.0,4,0.027267445613582082
rep3,pos21,x,20.0,2,0.013633722806791041
rep3,pos21,x,25.0,2,0.013633722806791041
rep3,pos21,x,30.0,4,0.027267445613582082
rep3,pos21,x,35.0,1,0.0068168614033955206
rep3,pos21,x,40.0,5,0.0340843070169776
rep3,pos21,x,45.0,3,0.02045058421018656
rep3,pos22,x,0.0,5,0.0340843070169776
rep3,pos22,x,5.0,1,0.0068168614033955206
rep3,pos22,x,10.0,1,0.0068168614033955206
rep3,pos22,x,15.0,5,0.0340843070169776
rep3,pos22,x,20.0,3,0.02045058421018656
rep3,pos22,x,25.0,1,0.0068168614033955206
rep3,pos22,x,30.0,1,0.0068168614033955206
rep3,pos22,x,35.0,5,0.0340843070169776
rep3,pos22,x,40.0,6,0.04090116842037312
rep3,pos22,x,45.0,4,0.027267445613582082
rep3,pos23,x,0.0,5,0.0340843070169776
rep3,pos23,x,5.0,2,0.013633722806791041
rep3,pos23,x,10.0,2,0.013633722806791041
rep3,pos23,x,15.0,3,0.02045058421018656
rep3,pos23,x,20.0,6,0.04090116842037312
rep3,pos23,x,25.0,3,0.02045058421018656
rep3,pos23,x,30.0,10,0.0681686140339552
rep3,pos23,x,35.0,7,0.04771802982376864
rep3,pos23,x,40.0,2,0.013633722806791041
rep3,pos23,x,45.0,3,0.02045058421018656
rep3,pos24,x,0.0,8,0.054534891227164164
rep3,pos24,x,5.0,2,0.013633722806791041
rep3,pos24,x,10.0,3,0.02045058421018656
rep3,pos24,x,15.0,3,0.02045058421018656
rep3,pos24,x,20.0,4,0.027267445613582082
rep3,pos24,x,25.0,3,0.02045058421018656
rep3,pos24,x,30.0,6,0.04090116842037312
rep3,pos24,x,35.0,6,0.04090116842037312
rep3,pos24,x,40.0,4,0.027267445613582082
rep3,pos24,x,45.0,4,0.027267445613582082
rep3,pos25,x,0.0,6,0.04090116842037312
rep3,pos25,x,5.0,3,0.02045058421018656
rep3,pos25,x,10.0,4,0.027267445613582082
rep3,pos25,x,15.0,8,0.054534891227164164
rep3,pos25,x,20.0,9,0.06135175263055968
rep3,pos25,x,25.0,9,0.06135175263055968
rep3,pos25,x,30.0,4,0.027267445613582082
rep3,pos25,x,35.0,4,0.027267445613582082
rep3,pos25,x,40.0,5,0.0340843070169776
rep3,pos25,x,45.0,5,0.0340843070169776
rep3,pos26,x,0.0,0,0.0
rep3,pos26,x,5.0,3,0.02045058421018656
rep3,pos26,x,10.0,6,0.04090116842037312
rep3,pos26,x,15.0,3,0.02045058421018656
rep3,pos26,x,20.0,2,0.013633722806791041
rep3,pos26,x,25.0,7,0.04771802982376864
rep3,pos26,x,30.0,4,0.027267445613582082
rep3,pos26,x,35.0,2,0.013633722806791041
rep3,pos26,x,40.0,6,0.04090116842037312
rep3,pos26,x,45.0,4,0.027267445613582082
rep3,pos27,x,0.0,2,0.013633722806791041
rep3,pos27,x,5.0,4,0.027267445613582082
rep3,pos27,x,10.0,4,0.027267445613582082
rep3,pos27,x,15.0,1,0.0068168614033955206
rep3,pos27,x,20.0,2,0.013633722806791041
rep3,pos27,x,25.0,3,0.02045058421018656
rep3,pos27,x,30.0,7,0.04771802982376864
