replicate,position,axis,bin_left,colony_count,regrowth_fraction
rep1,pos20,y,15.0,1,0.00626332329736501
rep1,pos20,y,20.0,1,0.00626332329736501
rep1,pos20,y,25.0,2,0.01252664659473002
rep1,pos20,y,30.0,2,0.01252664659473002
rep1,pos20,y,35.0,0,0.0
rep1,pos20,y,40.0,0,0.0
rep1,pos20,y,45.0,0,0.0
rep1,pos24,y,0.0,0,0.0
rep1,pos24,y,5.0,0,0.0
rep1,pos24,y,10.0,1,0.00626332329736501
rep1,pos24,y,15.0,3,0.01878996989209503
rep1,pos24,y,20.0,1,0.00626332329736501
rep1,pos24,y,25.0,1,0.00626332329736501
rep1,pos24,y,30.0,1,0.00626332329736501
rep1,pos24,y,35.0,0,0.0
rep1,pos24,y,40.0,0,0.0
rep1,pos24,y,45.0,0,0.0
rep1,pos26,y,0.0,0,0.0
rep1,pos26,y,5.0,0,0.0
rep1,pos26,y,10.0,0,0.0
rep1,pos26,y,15.0,3,0.01878996989209503
rep1,pos26,y,20.0,0,0.0
rep1,pos26,y,25.0,1,0.00626332329736501
rep1,pos26,y,30.0,2,0.01252664659473002
rep1,pos26,y,35.0,0,0.0
rep1,pos26,y,40.0,0,0.0
rep1,pos26,y,45.0,0,0.0
rep1,pos30,y,0.0,0,0.0
rep1,pos30,y,5.0,0,0.0
rep1,pos30,y,10.0,2,0.01252664659473002
rep1,pos30,y,15.0,7,0.04384326308155507
rep1,pos30,y,20.0,4,0.02505329318946004
rep1,pos30,y,25.0,4,0.02505329318946004
rep1,pos30,y,30.0,0,0.0
rep1,pos30,y,35.0,0,0.0
rep1,pos30,y,40.0,0,0.0
rep1,pos30,y,45.0,0,0.0
rep1,pos32,y,0.0,0,0.0
rep1,pos32,y,5.0,0,0.0
rep1,pos32,y,10.0,0,0.0
rep1,pos32,y,15.0,2,0.01252664659473002
rep1,pos32,y,20.0,5,0.03131661648682505
rep1,pos32,y,25.0,4,0.02505329318946004
rep1,pos32,y,30.0,3,0.01878996989209503
rep1,pos32,y,35.0,4,0.02505329318946004
rep1,pos32,y,40.0,1,0.00626332329736501
rep1,pos32,y,45.0,0,0.0
rep1,pos4,y,0.0,0,0.0
rep1,pos4,y,5.0,0,0.0
rep1,pos4,y,10.0,0,0.0
rep1,pos4,y,15.0,0,0.0
rep1,pos4,y,20.0,3,0.01878996989209503
rep1,pos4,y,25.0,1,0.00626332329736501
rep1,pos4,y,30.0,0,0.0
rep1,pos4,y,35.0,0,0.0
rep1,pos4,y,40.0,0,0.0
rep1,pos4,y,45.0,0,0.0
rep1,pos6,y,0.0,0,0.0
rep1,pos6,y,5.0,0,0.0
rep1,pos6,y,10.0,0,0.0
rep1,pos6,y,15.0,0,0.0
rep1,pos6,y,20.0,0,0.0
rep1,pos6,y,25.0,0,0.0
rep1,pos6,y,30.0,1,0.00626332329736501
rep1,pos6,y,35.0,0,0.0
rep1,pos6,y,40.0,0,0.0
rep1,pos6,y,45.0,0,0.0
rep1,pos8,y,0.0,0,0.0
rep1,pos8,y,5.0,1,0.00626332329736501
rep1,pos8,y,10.0,1,0.00626332329736501
rep1,pos8,y,15.0,0,0.0
rep1,pos8,y,20.0,0,0.0
rep1,pos8,y,25.0,1,0.00626332329736501
rep1,pos8,y,30.0,1,0.00626332329736501
rep1,pos8,y,35.0,0,0.0
rep1,pos8,y,40.0,0,0.0
rep1,pos8,y,45.0,0,0.0
rep1,pos0,x,0.0,0,0.0
rep1,pos0,x,5.0,0,0.0
rep1,pos0,x,10.0,0,0.0
rep1,pos0,x,15.0,0,0.0
rep1,pos0,x,20.0,0,0.0
rep1,pos0,x,25.0,0,0.0
rep1,pos0,x,30.0,0,0.0
rep1,pos0,x,35.0,1,0.00626332329736501
rep1,pos0,x,40.0,0,0.0
rep1,pos0,x,45.0,0,0.0
rep1,pos10,x,0.0,0,0.0
rep1,pos10,x,5.0,0,0.0
rep1,pos10,x,10.0,0,0.0
rep1,pos10,x,15.0,0,0.0
rep1,pos10,x,20.0,1,0.00626332329736501
rep1,pos10,x,25.0,0,0.0
rep1,pos10,x,30.0,0,0.0
rep1,pos10,x,35.0,0,0.0
rep1,pos10,x,40.0,0,0.0
rep1,pos10,x,45.0,0,0.0
rep1,pos12,x,0.0,0,0.0
rep1,pos12,x,5.0,0,0.0
rep1,pos12,x,10.0,0,0.0
rep1,pos12,x,15.0,2,0.01252664659473002
rep1,pos12,x,20.0,0,0.0
rep1,pos12,x,25.0,0,0.0
rep1,pos12,x,30.0,0,0.0
rep1,pos12,x,35.0,0,0.0
rep1,pos12,x,40.0,1,0.00626332329736501
rep1,pos12,x,45.0,1,0.00626332329736501
rep1,pos14,x,0.0,0,0.0
rep1,pos14,x,5.0,0,0.0
rep1,pos14,x,10.0,0,0.0
rep1,pos14,x,15.0,0,0.0
rep1,pos14,x,20.0,0,0.0
rep1,pos14,x,25.0,0,0.0
rep1,pos14,x,30.0,2,0.01252664659473002
rep1,pos14,x,35.0,1,0.00626332329736501
rep1,pos14,x,40.0,0,0.0
rep1,pos14,x,45.0,2,0.01252664659473002
rep1,pos16,x,0.0,0,0.0
rep1,pos16,x,5.0,0,0.0
rep1,pos16,x,10.0,0,0.0
rep1,pos16,x,15.0,0,0.0
rep1,pos16,x,20.0,0,0.0
rep1,pos16,x,25.0,0,0.0
rep1,pos16,x,30.0,0,0.0
rep1,pos16,x,35.0,0,0.0
rep1,pos16,x,40.0,1,0.00626332329736501
rep1,pos16,x,45.0,0,0.0
rep1,pos18,x,0.0,0,0.0
rep1,pos18,x,5.0,0,0.0
rep1,pos18,x,10.0,0,0.0
rep1,pos18,x,15.0,0,0.0
rep1,pos18,x,20.0,1,0.00626332329736501
rep1,pos18,x,25.0,1,0.00626332329736501
rep1,pos18,x,30.0,0,0.0
rep1,pos18,x,35.0,0,0.0
rep1,pos18,x,40.0,0,0.0
rep1,pos18,x,45.0,0,0.0
rep1,pos2,x,0.0,0,0.0
rep1,pos2,x,5.0,0,0.0
rep1,pos2,x,10.0,0,0.0
rep1,pos2,x,15.0,0,0.0
rep1,pos2,x,20.0,0,0.0
rep1,pos2,x,25.0,0,0.0
rep1,pos2,x,30.0,0,0.0
rep1,pos2,x,35.0,1,0.00626332329736501
rep1,pos2,x,40.0,1,0.00626332329736501
rep1,pos2,x,45.0,0,0.0
rep1,pos20,x,0.0,1,0.00626332329736501
rep1,pos20,x,5.0,0,0.0
rep1,pos20,x,10.0,1,0.00626332329736501
rep1,pos20,x,15.0,0,0.0
rep1,pos20,x,20.0,0,0.0
rep1,pos20,x,25.0,0,0.0
rep1,pos20,x,30.0,1,0.00626332329736501
rep1,pos20,x,35.0,0,0.0
rep1,pos20,x,40.0,2,0.01252664659473002
rep1,pos20,x,45.0,1,0.00626332329736501
rep1,pos24,x,0.0,0,0.0
rep1,pos24,x,5.0,1,0.00626332329736501
rep1,pos24,x,10.0,0,0.0
rep1,pos24,x,15.0,3,0.01878996989209503
rep1,pos24,x,20.0,0,0.0
rep1,pos24,x,25.0,0,0.0
rep1,pos24,x,30.0,2,0.01252664659473002
rep1,pos24,x,35.0,0,0.0
rep1,pos24,x,40.0,0,0.0
rep1,pos24,x,45.0,1,0.00626332329736501
rep1,pos26,x,0.0,0,0.0
rep1,pos26,x,5.0,0,0.0
rep1,pos26,x,10.0,0,0.0
rep1,pos26,x,15.0,0,0.0
rep1,pos26,x,20.0,1,0.00626332329736501
rep1,pos26,x,25.0,1,0.00626332329736501
rep1,pos26,x,30.0,0,0.0
rep1,pos26,x,35.0,1,0.00626332329736501
rep1,pos26,x,40.0,0,0.0
rep1,pos26,x,45.0,3,0.01878996989209503
rep1,pos30,x,0.0,1,0.00626332329736501
rep1,pos30,x,5.0,1,0.00626332329736501
rep1,pos30,x,10.0,1,0.00626332329736501
rep1,pos30,x,15.0,3,0.01878996989209503
rep1,pos30,x,20.0,0,0.0
rep1,pos30,x,25.0,0,0.0
rep1,pos30,x,30.0,3,0.01878996989209503
rep1,pos30,x,35.0,4,0.02505329318946004
rep1,pos30,x,40.0,0,0.0
rep1,pos30,x,45.0,4,0.02505329318946004
rep1,pos32,x,0.0,0,0.0
rep1,pos32,x,5.0,0,0.0
rep1,pos32,x,10.0,4,0.02505329318946004
rep1,pos32,x,15.0,2,0.01252664659473002
rep1,pos32,x,20.0,2,0.01252664659473002
rep1,pos32,x,25.0,2,0.01252664659473002
rep1,pos32,x,30.0,2,0.01252664659473002
rep1,pos32,x,35.0,2,0.01252664659473002
rep1,pos32,x,40.0,2,0.01252664659473002
rep1,pos32,x,45.0,3,0.01878996989209503
rep1,pos4,x,0.0,0,0.0
rep1,pos4,x,5.0,1,0.00626332329736501
rep1,pos4,x,10.0,1,0.00626332329736501
rep1,pos4,x,15.0,0,0.0
rep1,pos4,x,20.0,0,0.0
rep1,pos4,x,25.0,1,0.00626332329736501
rep1,pos4,x,30.0,0,0.0
rep1,pos4,x,35.0,0,0.0
rep1,pos4,x,40.0,0,0.0
rep1,pos4,x,45.0,1,0.00626332329736501
rep1,pos6,x,0.0,0,0.0
rep1,pos6,x,5.0,0,0.0
rep1,pos6,x,10.0,0,0.0
rep1,pos6,x,15.0,0,0.0
rep1,pos6,x,20.0,0,0.0
rep1,pos6,x,25.0,0,0.0
rep1,pos6,x,30.0,1,0.00626332329736501
rep1,pos6,x,35.0,0,0.0
rep1,pos6,x,40.0,0,0.0
rep1,pos6,x,45.0,0,0.0
rep1,pos8,x,0.0,1,0.00626332329736501
rep1,pos8,x,5.0,0,0.0
rep1,pos8,x,10.0,0,0.0
rep1,pos8,x,15.0,2,0.01252664659473002
rep1,pos8,x,20.0,0,0.0
rep1,pos8,x,25.0,0,0.0
rep1,pos8,x,30.0,0,0.0
rep1,pos8,x,35.0,0,0.0
rep1,pos8,x,40.0,0,0.0
rep1,pos8,x,45.0,1,0.00626332329736501
